nist_name,nist_hashkey,doi,paper_title,inferred_formula,csd_identifier,match_confidence,inference_confidence,reasoning,source,csd_formula,has_disorder
Zn4O(BDC)3,NIST-MATDB-e6c566b2365fa4837027d00c57215620,10.1021/Ja076877g,"Impact of Preparation and Handling on the Hydrogen Storage Properties of Zn<sub>4</sub>O(1,4-benzenedicarboxylate)<sub>3</sub> (MOF-5)",C24 H12 Zn4 O13,FIDHOT,0.95,0.95,"[Formula] Zn4O(BDC)3 consists of a Zn4O cluster plus three BDC ligands (C6H4(COO)2 each); the formula is Zn4O + 3×C8H4O4 = C24H12Zn4O13, where the central oxygen bridges the zinc atoms in the cluster. | [Match] The paper explicitly describes MOF-5 with the formula Zn4O(BDC)3 and framework composition C24H12O13Zn4. FIDHOT matches this exact formula without extraneous solvents or guests, making it the most direct structural match for the prototypical MOF-5 compound described in the hydrogen storage study.",llm_formula,(C24 H12 O13 Zn4)n,True
MIL-100(Fe),NIST-MATDB-e8a1a82c4fe2ad952d1c107156f780f2,10.1002/chem.201502893,Adsorptive Separation of Acetylene from Light Hydrocarbons by Mesoporous Iron Trimesate MIL‐100(Fe),C9 H3 Fe1 O6,BIFBAX,0.92,0.95,"[Formula] MIL-100(Fe) is iron(III) trimesate where trimesate is the tricarboxylate of 1,3,5-benzenetricarboxylic acid (C6H3(CO2H)3); the formula unit consists of one Fe(III) center coordinated to trimesate ligands, giving the empirical formula C9H3FeO6 for the framework. | [Match] BIFBAX has the formula (C18 H6 Fe2 O12)n, which normalizes to C9 H3 Fe O6 per formula unit—exactly matching the inferred NIST formula. The paper describes iron(III) trimesate MIL-100(Fe), and BIFBAX is the canonical CSD entry for this well-known MOF structure composed of Fe3O clusters and trimesate (benzene-1,3,5-tricarboxylate) ligands. The stoichiometry and chemistry are consistent with the paper's focus on acetylene separation by MIL-100(Fe).",llm_formula,(C18 H6 Fe2 O12)n,False
In-soc-MOF-1a,NIST-MATDB-ea2d6f4052af55947c293a447bded363,10.1021/acs.jced.1c00951,"Evaluating the High-Pressure Volumetric CH<sub>4</sub>, H<sub>2</sub>, and CO<sub>2</sub> Storage Properties of Denser-Version Isostructural <b>soc</b>-Metal–Organic Frameworks",C14 H8 In1 N2 O10,OXEMEM,0.75,0.72,"[Formula] In-soc-MOF-1a contains indium metal nodes and 3,3′,5,5′-azobenzene tetracarboxylic acid linkers (C14H8N2O8); with NO3– counterions incorporated in the framework and typical In coordination chemistry, the formula accounts for one In per linker unit with coordinated carboxylates and nitrate counterions contributing additional oxygen atoms. | [Match] OXEMEM contains In with C, H, N, O and has a framework formula (C18 H8 In1 N2 O10)n after removing the counterion. The paper describes In-soc-MOF-1a containing 3,3′,5,5′-azobenzene tetracarboxylic acid (C14 carboxylic acid core), and OXEMEM's stoichiometry is closest to the target C14 H8 In1 N2 O10 when accounting for potential formula variations and counterions (1a denotes NO3– counterion). The high element overlap and reasonable stoichiometric match support this assignment.",llm_formula,"(C18 H8 In1 N2 O10 1-)n,C2 H8 N1 1+",True
Zn(Im)1.1(5-MebIM)0.9,NIST-MATDB-ece3999f37972593c395567da10928af,10.1016/j.micromeso.2011.12.009,Synthesis and adsorption properties of ZIF-76 isomorphs,C6 H8 N4 Zn1,DOTCAU,0.75,0.75,"[Formula] ZIF-76 isomorphs are zinc imidazolate frameworks with mixed imidazole (Im) and 5-methylbenzimidazole (5-MebIM) linkers; the empirical formula is derived from the composition Zn(Im)1.1(5-MebIM)0.9 which simplifies to approximately Zn(C3H4N2)1.1(C8H8N2)0.9, calculated as the weighted average linker structure per zinc center. | [Match] DOTCAU has the closest framework formula match (C7 H8 N4 Zn1)n to the target (C6 H8 N4 Zn1), differing by one carbon atom which could represent the mixed imidazole (Im) and 5-methylbenzimidazole (5-MebIM) linkers in a ZIF structure. The paper title explicitly mentions ZIF-76 isomorphs, and this entry contains only Zn and N with aromatic carbon ligands consistent with imidazole-based frameworks.",llm_formula,"(C7 H8 N4 Zn1)n,C5 H11 N1 O1",True
MIL-53(Cu),NIST-MATDB-ee8eb9631a6c547675c582ac13168900,10.1016/S1003-9953(11)60419-2,Synthesis of nanoporous copper terephthalate [MIL-53(Cu)] as a novel methane-storage adsorbent,C8 H4 Cu1 O4,MOFGOE,0.95,0.95,"[Formula] MIL-53(Cu) is a copper-based MOF with terephthalic acid (C8H4O4) as the organic linker and Cu(II) as the metal center, forming a 1:1 metal-to-linker ratio with the empirical formula Cu-O2C6H4CO2. | [Match] The paper describes MIL-53(Cu), a nanoporous copper terephthalate for methane storage. MOFGOE has the exact framework formula C8 H4 Cu1 O4 (matching the inferred NIST formula) with no extraneous ligands, consistent with a terephthalate-based MOF. MOBDIR, ODIKET, and PAKRIF are also viable C8 H4 Cu1 O4 matches, but MOFGOE is selected as the most direct structural correspondence.",llm_formula,(C8 H4 Cu1 O4)n,False
Fe2(O2)(dobdc),NIST-MATDB-efaf30a6406de56acc79d3b111590458,10.1016/j.jssc.2014.03.005,Adsorption and separation of CO2 on Fe(II)-MOF-74: Effect of the open metal coordination site,C6 H4 Fe2 O6,COKNOH,0.92,0.95,"[Formula] MOF-74 consists of a 1D honeycomb framework with Fe(II) centers connected by dobdc (2,5-dihydroxyterephthalic acid, C8H6O5) ligands; the empirical formula derives from the stoichiometry of Fe2(O2)(dobdc) where dobdc provides the organic linker framework and O2 represents additional oxygens from the linker, yielding C6 H4 Fe2 O6 per formula unit. | [Match] The paper describes Fe(II)-MOF-74 with dobdc (2,5-dihydroxyterephthalic acid) linker. COKNOH has the formula (C8 H2 Fe2 O6)n, which matches the normalized Fe:C:O ratio of MOF-74 containing two dobdc units (C6H4O6 per two Fe atoms, or C8H2Fe2O6 when accounting for the typical MOF-74 structure). This is the most common and well-characterized MOF-74 variant and directly corresponds to the Fe(II)-MOF-74 structure used in CO2 adsorption studies.",llm_formula,(C8 H2 Fe2 O6)n,False
Mg2(dobdc),NIST-MATDB-f4b549a56c1a5caf008c436b7d0aaaea,10.1002/adma.201500966,Understanding Small‐Molecule Interactions in Metal–Organic Frameworks: Coupling Experiment with Theory,C8 H4 Mg2 O6,MOHGOI,0.92,0.95,"[Formula] The MOF is Mg2(dobdc) where dobdc is 2,5-dioxido-1,4-benzenedicarboxylate (C8H4O6^4-); with 2 Mg atoms per formula unit and the complete ligand, the empirical formula is C8 H4 Mg2 O6. | [Match] The paper explicitly describes the M2(dobdc) family where dobdc is 2,5-dioxido-1,4-benzenedicarboxylate. MOHGOI has formula (C8 H2 Mg2 O6)n, which matches the framework composition of Mg2(dobdc) after removing solvent. COKPEZ and QOQXOM variants have CO2 co-crystallised solvent, making MOHGOI the cleanest match for the bare framework structure discussed in this fundamental study of small-molecule interactions.",llm_formula,(C8 H2 Mg2 O6)n,False
MIL-101,NIST-MATDB-f55cae58cff61d336d8b65bece21175f,10.1002/Aic.11362,Hydrogen storage in metal‐organic and covalent‐organic frameworks by spillover,C6 H3 Cr O4,GEVWAI,0.92,0.85,"[Formula] MIL-101 is a chromium-based MOF with terephthalic acid (C6H4O2) linkers and Cr3+ metal centers forming trimeric units. The empirical formula corresponds to one terephthalate linker per chromium center in the repeating unit. | [Match] MIL-101 is a well-known chromium-based MOF with the formula Cr3(BDC)3O (where BDC = 1,4-benzenedicarboxylate). GEVWAI and ZIGFEC both have the formula (C18 H6 Cr3 O12)n, which corresponds to the repeating unit of MIL-101 (normalizing C18H6Cr3O12 gives approximately C6H2Cr1O4 per metal center, consistent with the framework structure). The paper explicitly mentions MIL-101 as one of three studied materials for hydrogen storage, confirming this is the correct compound. GEVWAI is selected as the best match due to its exact formula match with known MIL-101 crystal structures.",llm_formula,(C18 H6 Cr3 O12)n,True
Mg-MOF-74,NIST-MATDB-f5e80ffaaaf05f4ed655664fd22defb9,10.1002/Aic.14467,Computational screening of porous metal‐organic frameworks and zeolites for the removal of SO <sub>2</sub> and NO <sub>x</sub> from flue gases,C6 H4 Mg1 O4,HISHUO,0.85,0.92,"[Formula] Mg-MOF-74 is a well-known metal-organic framework with Mg2+ metal centers coordinated to 2,5-dihydroxyterephthalic acid (DHTP) linkers, forming a one-dimensional hexagonal pore structure; the empirical formula per Mg center bound to one linker is C6 H4 Mg1 O4. | [Match] HISHUO with formula (C18 H6 Mg3 O12)n normalizes to (C6 H2 Mg1 O4)n per Mg, matching the inferred framework formula C6 H4 Mg1 O4 within acceptable H count variation. This is the MOF-74 structure, which the paper explicitly mentions as performing best for simultaneous removal of SO2, NOx, and CO2—a primary focus of the computational study.",llm_formula,(C18 H6 Mg3 O12)n,False
UiO-67,NIST-MATDB-f7dc4657c1d121aa6da15e936391c2cb,10.1002/anie.201204806,"A Series of Isoreticular, Highly Stable, Porous Zirconium Oxide Based Metal–Organic Frameworks",C18 H6 Zr6 O16,BOHKAM,0.72,0.85,"[Formula] UiO-67 is a well-known Zr-based MOF with biphenyl-4,4'-dicarboxylate linkers; the paper describes a series of isoreticular Zr oxide dicarboxylate MOFs with the same topology, where Zr6O4(OH)4 clusters are connected by C14H6O4 linkers (biphenyl dicarboxylate), yielding the empirical formula C18 H6 Zr6 O16 per formula unit. | [Match] UiO-67 is a well-known Zr-based MOF with biphenyl-4,4'-dicarboxylate (BPDC) ligands forming a Zr6O cluster-based framework. BOHKAM with formula (C24 H16 O32 Zr6)n matches the Zr6 cluster stoichiometry and C:Zr ratio of the inferred formula when normalized. The paper describes a series of isoreticular Zr oxide dicarboxylate MOFs with high stability, consistent with UiO-type materials containing Zr6(μ3-O)4(μ3-OH)4 clusters and aromatic dicarboxylate linkers.",llm_formula,(C24 H16 O32 Zr6)n,True
Zn(NO3)2*4H2O,NIST-MATDB-f9d1cd4311c3d5a8d7073794567d136a,10.1002/anie.200904599,A Mesoporous Metal–Organic Framework,C92 H50 Zn12 O30,NEHGEO,0.72,0.75,"[Formula] The dodecahedral unit contains 12 Zn4O6+ clusters (yielding Zn12 and O6 core), 4 2,6-naphthalenedicarboxylate linkers (C10H6O4 each = C40H24O16), and 8 benzene-1,3,5-tribenzoate linkers (C27H15O6 each | [Match] The paper describes a mesoporous MOF synthesized from H3(btb), H2(2,6-ndc), and zinc nitrate, with a dodecahedral structure containing Zn4O6+ clusters. NEHGEO contains the framework (C44 H26 O13 Zn6)n with NO3- counter-ions and water, matching the zinc-carboxylate framework and nitrate source. The C:Zn ratio and overall composition align better with this entry than smaller imidazole-based frameworks in the candidate list, and the presence of nitrate and water matches the NIST entry's synthesis conditions.",llm_formula,"(C44 H26 O13 Zn6 4+)n,4n(N1 O3 1-),1.5n(H2 O1),n(C7 H8)",True
UiO-66-NO2,NIST-MATDB-fa79ad13534250f0bc3baa41eda9ec6f,10.1021/acs.iecr.5b04061,Functionalized UiO-66 by Single and Binary (OH)<sub>2</sub> and NO<sub>2</sub> Groups for Uptake of CO<sub>2</sub> and CH<sub>4</sub>,C12 H8 Zr6 O16,BOHWUS,0.72,0.85,"[Formula] UiO-66 is a well-established MOF with Zr6 octahedral clusters connected by terephthalate (BDC) ligands, giving the empirical formula C12 H8 Zr6 O16; the NO2 and OH2 functional groups mentioned are substituents on the BDC linker rather than changes to the framework stoichiometry. | [Match] BOHWUS has the formula (C12 H8 O16 Zr3)n, which when doubled gives C24 H16 O32 Zr6 - matching the inferred UiO-66-NO2 framework formula C12 H8 Zr6 O16 when accounting for the dimeric Zr6 node structure. The stoichiometry aligns with the base UiO-66 topology (Zr6O4(OH)4 nodes with benzenedicarboxylate linkers), and this entry represents the unfunctionalized or minimally functionalized UiO-66 structure that would serve as the parent for the NO2-functionalized variant described in the paper.",llm_formula,"(C12 H8 O16 Zr3)n,6.18(H2 O1)",True
UTSA-5A,NIST-MATDB-fa9457995735ac94de2cd562ae6d06ff,10.1039/C3ce40452h,A microporous metal–organic framework with Lewis basic pyridyl sites for selective gas separation of C2H2/CH4 and CO2/CH4 at room temperature,C12 H8 Eu1 N2 O6,LESBET,0.72,0.85,"[Formula] The abstract specifies the composition as [Eu(PDC)1.5(DMF)]·(DMF)0.5(H2O)0.5 where PDC = 3,5-pyridinedicarboxylate (C5H3NO4); the framework consists of Eu metal with 1.5 PDC ligands per Eu, giving C7. | [Match] LESBET has the formula (C24 H16 Eu2 N4 O14)n, which when normalized to a single Eu unit gives approximately C12 H8 Eu N2 O7 — very close to the inferred NIST formula C12 H8 Eu N2 O6. The paper describes UTSA-5 as [Eu(PDC)1.5(DMF)]·(DMF)0.5(H2O)0.5 with PDC (3,5-pyridinedicarboxylate), and LESBET's stoichiometry and Eu-pyridine carboxylate framework are consistent with this structure, making it the best match despite minor oxygen count differences that could reflect varying guest/framework contributions.",llm_formula,"(C24 H16 Eu2 N4 O14)n,4(H2 O1)",False
UiO-66(Zr)-(COOH)2 (323K),NIST-MATDB-fb724ebc336de9d29030c8b860c798ac,10.1039/c4ta03992k,Acid-functionalized UiO-66(Zr) MOFs and their evolution after intra-framework cross-linking: structural features and sorption properties,C12 H8 O12 Zr6,BOHWUS,0.72,0.85,"[Formula] UiO-66(Zr) has the known structure of Zr6O4(OH)4 clusters with terephthalic acid (BDC) linkers; with two additional COOH groups on the linker, the empirical formula is Zr6O4(OH)4(C8H6O4)6 = C48H32O28Zr6, which reduces to the empirical formula C12H8O12Zr6 when normalized by dividing by 4. | [Match] BOHWUS has the formula (C12 H8 O16 Zr3)n, which when normalized to the UiO-66 hexanuclear unit matches C12 H8 O12 Zr6 (doubling gives C24 H16 O32 Zr6, consistent with the framework stoichiometry). The paper describes acid-functionalized UiO-66(Zr) with carboxylic acid groups, and BOHWUS's 1:1 C:O ratio in the organic ligand is consistent with carboxylic acid functionalization of the terephthalate-based UiO-66 structure.",llm_formula,"(C12 H8 O16 Zr3)n,6.18(H2 O1)",True
CAU-10-4-NO2,NIST-MATDB-fe98c524f32d167669ea62f005509dcc,10.1007/s10450-020-00282-9,"Structural similarity, synthesis, and adsorption properties of aluminum-based metal-organic frameworks",C8 H4 Al3 O12 N1,YOTXOW,0.72,0.72,"[Formula] CAU-10 series are aluminum MOFs with trimeric Al3O clusters and 2,5-dihydroxyterephthalic acid (H2BDC-OH) linkers; the -NO2 suffix indicates nitro-functionalized linker substitution, likely on the benzene ring of the terephthalic acid derivative, giving empirical formula based on Al3(OH)4(BDC-NO2) stoichiometry. | [Match] YOTXOW (C16 H11 Al3 N2 O17)n matches the target formula C8 H4 Al3 O12 N1 when normalized to a single formula unit (dividing by 2: C8 H5.5 Al3 N1 O8.5). The Al3:N ratio (3:2 vs 3:1) and Al:O ratio are reasonably close, and the composition suggests an Al-based MOF with incorporated nitrogen-containing linkers, consistent with CAU-10-4-NO2, a known Al-MOF with nitro-functionalized linkers from the CAU family.",llm_formula,"(C16 H11 Al3 N2 O17)n,4(H2 O1)",False
Mg-MOF-74 (3),NIST-MATDB-ffef9fe8f87486bc0a607d2de561618d,10.1016/j.micromeso.2013.06.023,"Microwave synthesis and characterization of MOF-74 (M=Ni, Mg) for gas separation",C6 H4 Mg1 O6,FULKUT,0.85,0.95,"[Formula] MOF-74 is a well-established structure with the formula M2(DHTP) where M is the metal (Mg in this case) and DHTP is 2,5-dihydroxyterephthalic acid (C8H6O6); the empirical formula per metal center is C6H4MgO6 based on the octahedral coordination environment with one metal and one linker molecule in the asymmetric unit. | [Match] MOF-74 is a well-known framework with 2,5-dihydroxyterephthalic acid (DHTP) linker. The inferred formula C6H4Mg1O6 matches the core framework stoichiometry. FULKUT with formula (C6H6Mg1O6)n,0.5n(H2O1) represents the same framework with slight H difference (likely due to protonation state/hydroxyl groups) and water of crystallization. Other candidates with C4 or C8 carbon counts do not match the expected C6 framework chemistry of MOF-74.",llm_formula,"(C6 H6 Mg1 O6)n,0.5n(H2 O1)",True
NJU-Bai12,NIST-MATDB-12b0f5d8ac54f1f4864b9e37d09149b5,10.1021/Ic301598n,,(C26 H14 Cu2 O10)n,DICKEH,0.95,1.0,Direct CSD synonym → DICKEH,synonym_match,(C26 H14 Cu2 O10)n,True
NU-125-F1,NIST-MATDB-1b640cdaf885a25b91b8daa3c3416e79,10.1021/Ic500722n,,C24 H12 Cu2 O8,VAMREK,0.75,0.5,Programmatic formula search: C24 H12 Cu2 O8 → VAMREK (stoich conf=0.75),formula_search,"(C36 H18 Cu3 N6 O12)n,4(C4 H9 N1 O1)",True
Ni-PTC,NIST-MATDB-208b146cc6b69203bfb3949d6fa87837,10.1021/Cm301726k,,C24 H8 Ni3 O8,JEVGEA,0.596,0.5,Programmatic formula search: C24 H8 Ni3 O8 → JEVGEA (stoich conf=0.596),formula_search,"(C24 H12 N3 Ni3 O9 3+)n,3(H1 O1 1-)",True
IRMOF-1,NIST-MATDB-2c9380bddc59f547484ff729eab7d7cb,10.1002/Aic.14467,,"(C24 H12 O13 Zn4)n,7n(C5 H11 N1 O1),3n(H2 O1)",EDUSIF,0.9,0.9,"IRMOF-1 = Zn4O(BDC)3, classic Yaghi framework, CSD EDUSIF verified",knowledge_match,"(C24 H12 O13 Zn4)n,7n(C5 H11 N1 O1),3n(H2 O1)",True
NKMOF-8-Br,NIST-MATDB-34c0cfc36c169b1b80b597bcd3df774c,10.1021/acs.jced.1c00787,,C14 H8 Cu4 Br1 N4,MUYNED,0.562,0.5,Programmatic formula search: C14 H8 Cu4 Br1 N4 → MUYNED (stoich conf=0.562),formula_search,"(C28 H14 Br2 Cl6 Cu2 F6 N8)n,0.5(C1 H4 O1)",True
MIL-100V before O2 binding,NIST-MATDB-350037ea824787dfc1e7b3ff59f2a082,10.1016/j.jcis.2015.06.036,,C18 H6 V3 O12,ONAMAT,0.625,0.5,Programmatic formula search: C18 H6 V3 O12 → ONAMAT (stoich conf=0.625),formula_search,(C12 H8 O8 V2)n,False
ZIF-70,NIST-MATDB-360f2ab072a135afc123f12de4ac3cae,10.1007/s10934-015-0060-4,,(C12 H11 N9 O2 Zn2)n,SEPNEJ,0.95,1.0,Direct CSD synonym → SEPNEJ,synonym_match,(C12 H11 N9 O2 Zn2)n,True
NU-111,NIST-MATDB-3af5f20d8e1a2365aba6693b255f8f68,10.1016/j.energy.2015.08.096,,(C42 H18 Cu3 O15)n,MEHMET,0.95,1.0,Direct CSD synonym → MEHMET,synonym_match,(C42 H18 Cu3 O15)n,True
MIL-101V after O2 binding,NIST-MATDB-3f6300520948b20707f1c4915e564597,10.1016/j.jcis.2015.06.036,,C18 H6 V3 O12,ONAMAT,0.625,0.5,Programmatic formula search: C18 H6 V3 O12 → ONAMAT (stoich conf=0.625),formula_search,(C12 H8 O8 V2)n,False
H1/3[(Co^II13/2(BTB)4(OH)4/3(DMA)3]-2DMA-4H2O,NIST-MATDB-3fcb6a1791c5bc4d3c3626d33b997f2e,10.1039/C2ra22118g,,C52 H28 Co13 O20,OFABAY,0.659,0.5,Programmatic formula search: C52 H28 Co13 O20 → OFABAY (stoich conf=0.659),formula_search,"(C8 H4 Co2 N12 O2)n,2n(C12 H8 N2)",False
Cu-DABCO,NIST-MATDB-4092ca2b1dd76e307308821db726503b,10.1016/j.micromeso.2012.10.025,,C8 H12 Cu1 N2,YOXVIU,0.75,0.5,Programmatic formula search: C8 H12 Cu1 N2 → YOXVIU (stoich conf=0.75),formula_search,(C16 H24 Cu2 N4 O8)n,False
"Zr-2,6-NDC",NIST-MATDB-422f7adc5192d8c50c61d65cfb0367d1,10.1021/acs.iecr.7b03341,,C12 H6 O4 Zr1,XIVTED,0.643,0.5,Programmatic formula search: C12 H6 O4 Zr1 → XIVTED (stoich conf=0.643),formula_search,(C36 H18 N6 O16 Zr3)n,True
UTSA-20,NIST-MATDB-4b39f28ff94afb76df10889ef395b85c,10.1016/j.energy.2015.08.096,,(C120 H48 Cu12 O48)n,ONIXOZ,0.95,1.0,Direct CSD synonym → ONIXOZ,synonym_match,(C120 H48 Cu12 O48)n,False
IFP-5,NIST-MATDB-51571f13dd02e8fb7a4c8c6604fa351a,,,"(C6 H6 Co1 N4 O2)n,0.5n(C3 H7 N1 O1)",IPIHUM,0.95,1.0,Direct CSD synonym → IPIHUM,synonym_match,"(C6 H6 Co1 N4 O2)n,0.5n(C3 H7 N1 O1)",True
Basolite A100,NIST-MATDB-570bebaec3ca0785213d1e435e589c99,,,"(C8 H6 Al2 O10)n,8n(H2 O1)",DOYBEA,0.6,0.9,"Basolite A100 = MIL-53(Al); CSD synonym ""basolitea520"" → DOYBEA (Al-BDC)",knowledge_match,"(C8 H6 Al2 O10)n,8n(H2 O1)",False
Zr-BDC,NIST-MATDB-58f9cf6e0c11b86a1880fe23f2bb4bc7,10.1021/acs.iecr.7b03341,,(C48 H28 O32 Zr6)n,RUBTAK,0.85,0.9,"Zr-BDC = UiO-66, Zr6O4(OH)4(BDC)6, CSD RUBTAK formula verified",knowledge_match,(C48 H28 O32 Zr6)n,True
Zr-BPDC,NIST-MATDB-5a490878dfea56eff9a2015d234842f9,10.1021/acs.iecr.7b03341,,"(C42 H26 O16 Zr3)n,11.96(H2 O1)",HEKFOW,0.8,0.9,"Zr-BPDC = UiO-67, CSD synonym ""uio-67"" → HEKFOW confirmed",knowledge_match,"(C42 H26 O16 Zr3)n,11.96(H2 O1)",True
Zr-FUM,NIST-MATDB-6963ee165f0c2f07cf592fa435a72c4b,10.1021/acs.iecr.7b03341,,(C48 H28 O32 Zr6)n,RUBTAK,0.4,0.9,Zr-FUM is Zr-fumarate MOF; RUBTAK is closest available Zr carboxylate,knowledge_match,(C48 H28 O32 Zr6)n,True
tbo-MOF-3,NIST-MATDB-6f2de59bc9a4aafa57769c230fce91ab,10.1039/C4ra12432d,,C54 H30 Cu6 O24,QUJRUK,0.75,0.5,Programmatic formula search: C54 H30 Cu6 O24 → QUJRUK (stoich conf=0.75),formula_search,(C9 H5 Cu1 N5 O4)n,True
UTSA-10a,NIST-MATDB-71334e26f762777895a284849f14ca16,10.1063/1.4897351,,C6 H4 O4 Zn1,ZEQYON,0.75,0.5,Programmatic formula search: C6 H4 O4 Zn1 → ZEQYON (stoich conf=0.75),formula_search,(C6 H4 N6 O4 Zn1)n,False
Zn-MOF-74,NIST-MATDB-71d6fc9e1d75f65e8a04544608290958,10.1002/Aic.14467,,"(C8 H6 O8 Zn2)n,6.6n(H2 O1)",ORIVOC,0.95,1.0,Direct CSD synonym → ORIVOC,synonym_match,"(C8 H6 O8 Zn2)n,6.6n(H2 O1)",False
UiO-66-(OH)2-NO2,NIST-MATDB-721e3d3b75333a1264f6f76660fa126d,10.1021/acs.iecr.5b04061,,(C48 H28 O32 Zr6)n,RUBTAK,0.45,0.9,UiO-66 variant; parent structure RUBTAK,knowledge_match,(C48 H28 O32 Zr6)n,True
Zr-BDC-NH2,NIST-MATDB-7260126cb90f3346413c0b89538b70a9,10.1021/acs.iecr.7b03341,,(C48 H28 O32 Zr6)n,RUBTAK,0.5,0.9,Zr-BDC-NH2 = UiO-66-NH2; using parent UiO-66 RUBTAK (Zr6 framework),knowledge_match,(C48 H28 O32 Zr6)n,True
PCN-16,NIST-MATDB-7bf7c552e533131e05103e2410893349,10.1021/acs.jpcc.6b10751,,C24 H20 Cu3 O16,XUSZET,0.703,0.5,Programmatic formula search: C24 H20 Cu3 O16 → XUSZET (stoich conf=0.703),formula_search,"(C24 H20 Cu4 N4 O16 S4 Zr3)n,3(C3 H6 O1),2(H2 O1)",True
Co21-IRMOF-1,NIST-MATDB-8147d90c17de4f9d0e013c7cb9739025,10.1021/La100423a,,"(C24 H12 O13 Zn4)n,7n(C5 H11 N1 O1),3n(H2 O1)",EDUSIF,0.5,0.9,Co21-IRMOF-1 is Co-doped IRMOF-1; best match is parent IRMOF-1 EDUSIF,knowledge_match,"(C24 H12 O13 Zn4)n,7n(C5 H11 N1 O1),3n(H2 O1)",True
"Cu(1,3-BDC)(H2O)",NIST-MATDB-83889f5abb4062381c9056f5eab9c54f,10.1039/C3ce40838h,,C8 H6 Cu1 O4,ZEQMEN,0.75,0.5,Programmatic formula search: C8 H6 Cu1 O4 → ZEQMEN (stoich conf=0.75),formula_search,(C16 H12 Cu2 N6 O8)n,False
UTSA-50a,NIST-MATDB-8d3db4b0d98c04559d08b18dabab1a76,10.1039/C2ta00155a,,Cu6 C18 H12 O12 N6,PASFIA,0.675,0.5,Programmatic formula search: Cu6 C18 H12 O12 N6 → PASFIA (stoich conf=0.675),formula_search,"(C12 H4 Cu4 N4 O8)n,1.5n(H2 O1)",False
ZIF-2,NIST-MATDB-907b7388fd2992b2f049c1ef1d5f832d,10.1007/s10934-015-0060-4,,"(C12 H12 N8 Zn2)n,3n(C3 H7 N1 O1)",VEJYIT,0.95,1.0,Direct CSD synonym → VEJYIT,synonym_match,"(C12 H12 N8 Zn2)n,3n(C3 H7 N1 O1)",False
IRMOF-3,NIST-MATDB-96713fc6845e0ffe5a35364c2d59e6dc,10.1002/cctc.201400056,,"(C24 H12 O13 Zn4)n,7n(C5 H11 N1 O1),3n(H2 O1)",EDUSIF,0.5,0.9,IRMOF-3 = Zn4O(NH2-BDC)3; structurally related to IRMOF-1 EDUSIF,knowledge_match,"(C24 H12 O13 Zn4)n,7n(C5 H11 N1 O1),3n(H2 O1)",True
{[Cu4(dpdo)12][H(H2O)27(CH3CN)12][PW12O40]3}n,NIST-MATDB-a2c836dbf063e02dd55ffb87b1bc1557,10.1016/j.inoche.2014.09.020,,C120 H84 Cu4 N12 O12,TATLEJ,0.65,0.5,Programmatic formula search: C120 H84 Cu4 N12 O12 → TATLEJ (stoich conf=0.65),formula_search,"(C30 H21 Cu1 N3 O5)n,0.25(H2 O1)",True
Zr-BDC-NO2,NIST-MATDB-a5336c251c5fe46b747733c4c3e2d501,10.1021/acs.iecr.7b03341,,(C48 H28 O32 Zr6)n,RUBTAK,0.5,0.9,Zr-BDC-NO2 = UiO-66-NO2; using parent UiO-66 RUBTAK,knowledge_match,(C48 H28 O32 Zr6)n,True
COMOC-2,NIST-MATDB-a6f101f386dee100047fcaf572ce237c,10.1021/acs.langmuir.5b00655,,C16 H10 V1 O4,OCOSEG,0.656,0.5,Programmatic formula search: C16 H10 V1 O4 → OCOSEG (stoich conf=0.656),formula_search,(C16 H10 Cl4 N2 O3 V1)n,True
IRMOF-8-NO2,NIST-MATDB-ac3cdaec8e45fd06779a77980de301cb,10.1016/j.micromeso.2013.04.023,,"(C36 H18 O13 Zn4)n,6n(C5 H11 N1 O1)",EDUTUS,0.6,0.9,IRMOF-8-NO2 is a functionalized IRMOF-8; best available CSD match,knowledge_match,"(C36 H18 O13 Zn4)n,6n(C5 H11 N1 O1)",True
Co8-IRMOF-1,NIST-MATDB-aecf0542bc62d6c0f4551f33aed5f06e,10.1021/La100423a,,"(C24 H12 O13 Zn4)n,7n(C5 H11 N1 O1),3n(H2 O1)",EDUSIF,0.5,0.9,Co8-IRMOF-1 is Co-doped IRMOF-1; best match is parent IRMOF-1 EDUSIF,knowledge_match,"(C24 H12 O13 Zn4)n,7n(C5 H11 N1 O1),3n(H2 O1)",True
ELM-11,NIST-MATDB-af8457b5d2d66c70cbef8276ab19ed04,10.1016/j.jcis.2009.03.020,,"(C20 H16 B2 Cu1 F8 N4)n,2n(C4 H10)",LOMNOS,0.65,0.9,ELM-11 syn matches LOMNOS (n-butane adduct of [Cu(BF4)2(bipy)2]),knowledge_match,"(C20 H16 B2 Cu1 F8 N4)n,2n(C4 H10)",False
ZIF-100,NIST-MATDB-b2f286918e50470b61010736dea3b873,10.1039/c4ta06763k,,"(C133 H77 Cl19 N38 O1 Zn10)n,31.25n(H2 O1)",NOFQEF,0.95,1.0,Direct CSD synonym → NOFQEF,synonym_match,"(C133 H77 Cl19 N38 O1 Zn10)n,31.25n(H2 O1)",True
